array,sampling_rate,song_id,genre_id,genre
"[-2.61851505e-07 -2.86395314e-07 -3.14972902e-07 ...  2.86786124e-01
  2.85099104e-01  2.73458414e-01]",44100,19708,8,Pop
"[-6.40509228e-08  3.45083180e-08  7.26847702e-08 ... -1.96208991e-01
 -2.06041165e-01 -2.13635355e-01]",44100,1792,4,Hip-Hop
"[-2.07961495e-11 -1.44805057e-10 -1.22872101e-08 ... -4.15112749e-02
 -4.67337319e-02 -4.90308523e-02]",44100,21997,0,Electronic
"[ 0.23736786  0.24099715  0.2388262  ... -0.60391766 -0.60301128
 -0.59669724]",44100,15406,0,Electronic
"[ 0.          0.          0.         ... -0.05319555 -0.0615534
 -0.06941541]",44100,24135,9,International
"[ 1.81673295e-06  2.14378576e-06  1.94145639e-06 ... -2.96615064e-02
 -4.96183615e-02 -6.28884807e-02]",44100,10599,4,Hip-Hop
[0.07572027 0.07668848 0.07832403 ... 0.00741071 0.00447804 0.00340383],44100,24175,3,Experimental
"[ 9.52034029e-07  1.31863638e-06  1.54669721e-06 ... -4.09899160e-01
 -4.19399381e-01 -4.23066899e-01]",44100,23964,4,Hip-Hop
"[ 0.          0.          0.         ... -0.80278102 -0.8171092
 -0.83345127]",44100,10885,2,Punk
"[ 0.00491941  0.00705349  0.00865054 ... -0.08585981 -0.08383913
 -0.07454327]",44100,1057,5,Folk
"[ 0.03760683  0.03976999  0.04758275 ... -0.05364437 -0.0806773
 -0.12880347]",44100,13688,1,Rock
[0.         0.         0.         ... 0.06376393 0.0641133  0.06403617],44100,15764,2,Punk
"[-2.58532987e-10 -1.21576230e-09 -1.04489492e-09 ...  8.52067173e-02
  6.57385364e-02  4.15277327e-02]",44100,15644,3,Experimental
"[-0.14297367 -0.11654888 -0.00987441 ... -0.20731139 -0.21385502
 -0.20507655]",44100,8650,8,Pop
"[ 2.18124990e-09  1.70929161e-08  3.81576091e-08 ... -2.28959881e-02
 -3.07095172e-02 -3.62673718e-02]",44100,22869,3,Experimental
"[ 0.          0.          0.         ... -0.01732758 -0.02305802
 -0.02490615]",44100,10911,7,Instrumental
"[-3.46627701e-07 -1.13455133e-06 -1.34917218e-06 ...  2.20852187e-02
 -6.41591959e-02 -1.28585592e-01]",44100,364,2,Punk
"[-1.96204996e-06 -2.33271408e-06 -1.86503871e-06 ... -1.52461335e-01
 -1.54884323e-01 -1.55326426e-01]",44100,1712,5,Folk
"[-4.20059195e-07 -1.17197516e-07  5.02770092e-07 ...  3.62626277e-03
  3.57978500e-03  3.52034159e-03]",44100,6818,8,Pop
"[ 5.99528517e-11 -3.88737403e-10 -3.93935440e-10 ... -3.81931007e-01
 -3.79563987e-01 -3.76456007e-01]",44100,12875,7,Instrumental
[0.         0.         0.         ... 0.20134647 0.17488039 0.15595169],44100,11505,3,Experimental
"[ 0.01509351  0.01467089  0.01214237 ... -0.27520935 -0.32110895
 -0.3193811 ]",44100,7277,3,Experimental
"[ 4.90644368e-07  2.54167031e-07  1.85104932e-07 ... -2.65455492e-01
 -2.81937957e-01 -2.89224133e-01]",44100,18332,8,Pop
"[-0.02210263 -0.02133302 -0.01933747 ...  0.28949387  0.3246682
  0.33835983]",44100,13657,2,Punk
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.17514041e-03
  8.26762989e-05 -8.24411260e-03]",44100,19669,3,Experimental
"[-1.03911088e-09 -6.59912014e-09 -2.72446248e-08 ...  1.05306911e-03
  9.70100751e-04  1.04531806e-03]",44100,23454,9,International
"[ 0.02616368  0.03396537  0.03212803 ... -0.34949279 -0.36911837
 -0.39305004]",44100,4041,0,Electronic
"[ 0.          0.          0.         ... -0.08556962 -0.08347431
 -0.10690841]",44100,23244,2,Punk
"[-7.80003137e-08 -4.76775153e-08 -1.28512490e-08 ... -1.13178259e-01
 -1.32597759e-01 -1.52322829e-01]",44100,2155,3,Experimental
"[-1.98121358e-09 -1.87009741e-08 -4.69515378e-08 ... -1.35290131e-01
 -1.42098270e-01 -2.71678343e-02]",44100,23278,4,Hip-Hop
[0.         0.         0.         ... 0.66361159 0.82338744 0.76498309],48000,21786,6,Chiptune / Glitch
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.32034775e-02
 -6.14152569e-03  3.51108611e-07]",44100,17263,2,Punk
"[-2.62771938e-09 -2.59622928e-08 -1.86961526e-08 ...  1.68025054e-01
  1.57826312e-01  1.48426928e-01]",44100,12813,7,Instrumental
"[-2.64820642e-07 -1.72808834e-07 -1.24323583e-06 ... -8.18616915e-02
 -1.61171667e-01 -2.41255388e-01]",44100,2520,4,Hip-Hop
"[1.32575826e-07 8.12168622e-07 1.00039881e-06 ... 2.05972344e-02
 4.48291693e-02 5.03796563e-02]",44100,22324,8,Pop
"[-0.03436521 -0.03538779 -0.03647171 ...  0.01038516  0.01071122
  0.00912212]",44100,5699,0,Electronic
"[ 0.          0.          0.         ... -0.04750774 -0.05847709
 -0.05470959]",44100,5364,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.01912019  0.00475896
  0.03984918]",44100,22747,1,Rock
"[ 5.27050226e-09  5.17467953e-08  1.28269605e-07 ... -2.64196303e-02
 -2.32053716e-02 -2.69965455e-02]",44100,11905,5,Folk
"[-0.02392113 -0.02150033  0.01277305 ... -0.14987865 -0.14669736
 -0.20116674]",44100,23513,6,Chiptune / Glitch
"[-1.22155370e-08 -4.06787514e-07 -5.11395513e-07 ...  4.14735973e-01
  4.83358458e-01  4.36181203e-01]",44100,15198,8,Pop
[0.         0.         0.         ... 0.12075923 0.11243578 0.09872397],44100,11773,2,Punk
"[-5.41309881e-08 -1.59435899e-07 -2.14729500e-07 ...  2.65784357e-02
  3.43886390e-02  3.85734383e-02]",44100,7776,3,Experimental
"[-5.16705762e-10 -6.65787725e-09 -2.46846755e-08 ...  4.18056250e-02
  7.69856330e-02  1.10313673e-01]",44100,23791,0,Electronic
"[ 0.          0.          0.         ... -0.01344337 -0.01506281
 -0.01351205]",44100,20713,6,Chiptune / Glitch
[0.         0.         0.         ... 0.16438474 0.15750418 0.16177637],44100,21917,9,International
"[-1.07572090e-07 -4.11976373e-08  5.00644006e-08 ... -4.91663814e-05
 -3.84961432e-02 -7.66258603e-02]",44100,19076,3,Experimental
"[-7.58539933e-08 -3.01898195e-08 -9.00965631e-08 ...  1.54093072e-01
  1.51907876e-01  1.56405516e-01]",44100,13851,6,Chiptune / Glitch
"[6.01114266e-07 5.34280105e-07 2.57196604e-07 ... 1.74217775e-01
 1.86092466e-01 1.95318788e-01]",44100,2960,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.05294646 -0.05084836
 -0.04818111]",44100,1237,5,Folk
"[ 0.          0.          0.         ... -0.10522823 -0.08141929
 -0.05831754]",44100,6340,7,Instrumental
"[ 0.14671586  0.15186616  0.15280622 ... -0.03264513 -0.03047192
 -0.02801295]",44100,3396,7,Instrumental
"[ 0.          0.          0.         ... -0.27562687 -0.26585259
 -0.24519192]",44100,2763,5,Folk
"[ 4.79953507e-10  4.65774436e-09  1.10310088e-08 ... -1.86730497e-01
 -1.48412548e-01 -1.03555694e-01]",44100,14013,6,Chiptune / Glitch
"[-0.169739   -0.18683375 -0.19999167 ... -0.15196596 -0.17749475
 -0.20175069]",44100,1737,5,Folk
"[1.15239163e-06 1.29643820e-06 8.12500048e-07 ... 3.71838704e-01
 2.23679699e-01 1.24990821e-01]",44100,1838,4,Hip-Hop
[0.         0.         0.         ... 0.08187519 0.08723409 0.08035724],44100,14471,5,Folk
"[ 2.05679194e-08  2.05717546e-07  6.22102476e-07 ... -4.15851055e-02
 -4.14975518e-02 -4.12198575e-02]",44100,14613,7,Instrumental
[0.         0.         0.         ... 0.11326007 0.20334328 0.26588123],44100,182,1,Rock
[0.24209387 0.26723445 0.26635748 ... 0.31207564 0.42703843 0.50826305],44100,7063,6,Chiptune / Glitch
"[1.27708788e-09 1.40956828e-08 3.83599872e-08 ... 9.47906990e-02
 8.63666460e-02 7.75530934e-02]",44100,12992,0,Electronic
"[-1.32214906e-07 -5.39893847e-07 -7.09795756e-07 ...  1.87181685e-01
  1.89939380e-01  1.40950140e-01]",44100,18072,1,Rock
"[ 6.62390949e-11 -6.74834910e-11  2.75184864e-09 ...  1.48881897e-01
  1.39746644e-01  1.30666725e-01]",44100,4123,7,Instrumental
"[-1.44762587e-09 -1.09040208e-08 -3.35559478e-08 ... -4.26587006e-02
 -3.96735482e-02 -3.66234370e-02]",48000,4781,7,Instrumental
"[-2.11046449e-06 -2.10146163e-06 -1.77575635e-06 ...  5.02342522e-01
  5.35559177e-01  6.25152528e-01]",44100,5333,5,Folk
[0.         0.         0.         ... 0.17555113 0.16788054 0.15826058],44100,2775,5,Folk
[0.         0.         0.         ... 0.05145609 0.05110968 0.04996473],44100,12445,5,Folk
"[ 0.          0.          0.         ... -0.11729622 -0.16102432
 -0.16449156]",44100,24251,9,International
"[-0.00581926 -0.0038298  -0.00387551 ... -0.06544421 -0.01899763
 -0.04048097]",44100,23973,5,Folk
"[ 0.          0.          0.         ... -0.51272473 -0.5813157
 -0.56761181]",44100,17957,2,Punk
"[-2.51141557e-06 -1.08496738e-06  5.14603585e-07 ... -1.78017683e-01
 -1.54543720e-01 -1.40396655e-01]",44100,19971,8,Pop
"[-8.49857486e-07 -1.37590479e-06 -1.87555605e-06 ...  1.69579517e-02
  7.08687049e-03  2.87970342e-02]",44100,11056,0,Electronic
"[ 5.05775226e-08 -9.95975249e-08 -2.83879416e-07 ...  3.54629196e-03
  1.86781073e-02  2.18717512e-02]",44100,15682,1,Rock
"[-1.65739738e-06 -1.40580954e-06 -1.13885488e-06 ... -2.34843448e-01
 -2.50275984e-01 -2.56228015e-01]",44100,6912,4,Hip-Hop
"[3.27817503e-07 2.59078206e-07 1.72483094e-07 ... 1.14403032e-01
 9.60559472e-02 7.65362754e-02]",44100,12493,1,Rock
"[ 0.02875526  0.02940507  0.03006055 ... -0.04456444 -0.04508419
 -0.04504522]",48000,18787,9,International
[0.         0.         0.         ... 0.14066233 0.16810969 0.16252156],44100,24834,9,International
[0.         0.         0.         ... 0.44598427 0.5657149  0.65984708],44100,19337,5,Folk
[0.01004695 0.01137626 0.01263996 ... 0.06241976 0.05696354 0.05147326],44100,12963,3,Experimental
"[-0.06441268 -0.07769642 -0.0788044  ...  0.13912495  0.11728549
  0.12238269]",44100,23948,6,Chiptune / Glitch
"[-0.16522054 -0.17385142 -0.19049436 ... -0.10273706 -0.10327008
 -0.1040925 ]",44100,10859,1,Rock
[0.         0.         0.         ... 0.03898482 0.03457673 0.03052508],44100,19858,3,Experimental
"[-9.55094492e-08 -1.30797545e-07 -3.80628158e-07 ... -1.01749161e-01
 -5.95350750e-02 -2.66796350e-02]",44100,9540,2,Punk
"[ 0.          0.          0.         ... -0.55692169 -0.5524632
 -0.54747587]",44100,660,8,Pop
"[ 1.04404402e-11  4.78808104e-10 -2.66522304e-09 ... -2.12043514e-02
 -2.41353568e-02 -2.51820609e-02]",48000,22591,7,Instrumental
"[-1.49537698e-08 -8.99364097e-08 -1.79592266e-07 ...  4.47955425e-03
  2.94903037e-03  9.45636537e-04]",44100,7122,0,Electronic
"[-0.0528132  -0.04707599 -0.02926607 ... -0.07785004 -0.08677911
 -0.08329061]",44100,18262,2,Punk
"[-1.50797297e-09 -1.60957021e-08 -2.72213914e-08 ...  1.10139353e-02
  1.91049427e-02  2.00576703e-02]",44100,13815,8,Pop
"[ 3.22471536e-07  4.42522214e-07  6.05537139e-07 ... -1.49077289e-02
 -3.35603338e-02 -4.84228930e-02]",44100,9146,6,Chiptune / Glitch
"[9.27701535e-07 8.63526878e-07 7.79885625e-07 ... 7.70822540e-03
 7.05845281e-03 6.04565442e-03]",44100,6711,7,Instrumental
"[-5.75781939e-07 -5.42792776e-07 -4.85378436e-07 ...  5.35490811e-02
  4.87022800e-03 -8.23383629e-02]",44100,9480,4,Hip-Hop
"[2.38158503e-07 2.29823263e-07 2.27887501e-07 ... 1.30178750e-01
 1.32875763e-01 1.33134112e-01]",44100,13600,3,Experimental
"[-1.11932830e-09 -6.82276524e-09  4.82257900e-10 ...  1.87773965e-02
  3.29219252e-02  4.72165681e-02]",44100,2493,7,Instrumental
"[-8.89050142e-07 -9.43893895e-07 -9.91940539e-07 ... -1.70014494e-02
 -1.51955467e-02 -1.22769673e-02]",44100,18705,3,Experimental
[0.         0.         0.         ... 0.45519087 0.52264455 0.5851793 ],44100,2571,3,Experimental
"[-2.17601252e-06 -1.77363466e-06 -1.23037654e-06 ... -9.44821723e-02
 -1.07711125e-01 -1.22347787e-01]",44100,21272,1,Rock
[0.         0.         0.         ... 0.04475461 0.0465041  0.05801662],48000,200,8,Pop
[0.         0.         0.         ... 0.09366905 0.0945187  0.13353078],44100,14977,8,Pop
"[ 2.02938011e-09  3.99634231e-09  9.65497907e-09 ... -1.22687046e-03
 -1.44115678e-03 -1.67471432e-03]",44100,681,3,Experimental
"[ 1.61046131e-07  1.47259954e-06  3.80201891e-06 ... -4.80454452e-02
 -3.92926801e-02 -3.04476675e-02]",44100,6718,7,Instrumental
"[-4.57086030e-07 -5.02544163e-07 -4.86013239e-07 ...  2.31096640e-01
  2.33808197e-01  2.25293562e-01]",44100,24750,3,Experimental
"[ 0.          0.          0.         ... -0.25867395 -0.22332143
 -0.1945332 ]",44100,14063,1,Rock
"[-2.02296474e-07 -2.00231371e-07 -1.46307661e-07 ...  2.04983652e-01
  2.01353505e-01  1.96936205e-01]",44100,20903,0,Electronic
"[ 1.78924020e-07  3.71991483e-07  6.20558566e-07 ...  3.24256718e-03
 -1.81585774e-02 -5.69603108e-02]",44100,851,8,Pop
[0.04637543 0.05494859 0.06022951 ... 0.02139969 0.01611026 0.01129733],44100,9650,9,International
[0.         0.         0.         ... 0.08160931 0.07588314 0.07119069],44100,22690,0,Electronic
[0.04821749 0.04576741 0.04227665 ... 0.12344132 0.06998663 0.01902675],48000,10567,2,Punk
"[ 0.          0.          0.         ... -0.31602694 -0.25158122
 -0.24874671]",44100,22820,2,Punk
"[ 1.75213771e-10  2.02824729e-10 -4.86402432e-10 ...  9.04898643e-02
  9.02960524e-02  8.86766389e-02]",44100,18518,5,Folk
"[-1.88225900e-10 -5.80060533e-09 -8.42287085e-09 ...  4.29837331e-02
  2.59725964e-02  1.99174015e-02]",44100,14138,1,Rock
"[-5.32734532e-07 -4.46391155e-07 -4.72284640e-07 ... -3.47636178e-01
 -3.14840868e-01 -3.04621905e-01]",44100,11291,1,Rock
"[ 0.          0.          0.         ... -0.02876367 -0.05334855
 -0.05365692]",44100,24151,0,Electronic
"[ 2.78546164e-09  2.02968309e-08  3.73499702e-08 ...  3.88171431e-03
  4.00749268e-04 -5.70523273e-03]",44100,21791,5,Folk
"[-3.22623366e-10  2.80426793e-11  1.11702230e-08 ...  1.05210304e-01
  1.18019905e-01  1.34886414e-01]",44100,1306,3,Experimental
"[ 0.          0.          0.         ...  0.0109669  -0.00286247
 -0.01439499]",44100,20232,9,International
"[-1.14647184e-07 -1.54090382e-07 -1.75895442e-07 ... -7.21814530e-03
 -1.06068659e-02 -1.43269112e-02]",44100,21926,7,Instrumental
[0.         0.         0.         ... 0.00741629 0.01198537 0.01513181],44100,24723,3,Experimental
[0.         0.         0.         ... 0.15657627 0.13867754 0.07914717],44100,8629,2,Punk
"[-1.53260338e-07 -5.40540293e-08  9.12371645e-09 ...  2.25128811e-02
 -1.23833884e-02 -3.76737369e-02]",44100,236,3,Experimental
[0.         0.         0.         ... 0.34642261 0.30705178 0.27627051],44100,6825,2,Punk
"[ 4.92975427e-08  1.98964337e-08 -1.32561316e-08 ...  1.01447470e-01
  1.02975152e-01  9.85793695e-02]",44100,24415,7,Instrumental
"[ 0.          0.          0.         ... -0.06809883 -0.0693165
 -0.0673796 ]",44100,15699,5,Folk
"[-2.02567485e-09 -1.06686460e-08  3.15892823e-08 ... -3.53450701e-03
 -1.34264715e-02 -9.33264103e-03]",44100,146,3,Experimental
[0.01620713 0.0236509  0.02616663 ... 0.02780554 0.02278176 0.01989906],48000,11162,9,International
"[-2.80528480e-07 -3.09795638e-07 -4.05662021e-07 ... -2.45333835e-01
 -2.28301212e-01 -1.93129338e-01]",44100,3926,8,Pop
[0.         0.         0.         ... 0.06499819 0.05823554 0.05797654],44100,6671,4,Hip-Hop
[0.         0.         0.         ... 0.0716156  0.04923168 0.02926605],44100,18527,2,Punk
"[-1.02807454e-06 -9.59428178e-07 -1.01988007e-06 ... -2.22302884e-01
 -2.14657895e-01 -2.34424703e-01]",44100,22564,4,Hip-Hop
"[9.22188093e-07 7.94038925e-07 4.79608476e-07 ... 1.14540633e-01
 1.06526412e-01 1.19058864e-01]",44100,21218,8,Pop
"[5.86477597e-07 6.45952952e-07 7.75795087e-07 ... 8.92078318e-02
 9.36146863e-02 9.08756647e-02]",44100,5949,7,Instrumental
"[ 0.          0.          0.         ... -0.16369091 -0.16955018
 -0.1739179 ]",44100,2568,8,Pop
"[ 0.0578678   0.06664205  0.06809941 ... -0.22790409 -0.22183331
 -0.22907934]",48000,13004,4,Hip-Hop
"[-0.01167739 -0.01222966 -0.012469   ... -0.24520212 -0.24786051
 -0.2490988 ]",48000,3378,5,Folk
"[-0.05268539 -0.06745712 -0.08687561 ... -0.03612631 -0.04372969
 -0.04806355]",44100,14042,7,Instrumental
"[-1.05472448e-07 -8.27027242e-08 -1.13158070e-08 ... -4.82021049e-02
 -6.09829221e-02 -8.02759957e-02]",44100,12146,3,Experimental
"[ 0.15885497  0.07010579  0.02354413 ...  0.03117315  0.01406455
 -0.00720472]",44100,24805,2,Punk
[0.         0.         0.         ... 0.02758327 0.02200863 0.04035622],44100,16211,2,Punk
[0.00758088 0.00804461 0.00819581 ... 0.26552168 0.2600473  0.25545417],44100,2666,1,Rock
"[-2.94951320e-10 -2.35382791e-09 -1.06352349e-08 ... -2.85459682e-01
 -2.83647560e-01 -2.88102403e-01]",44100,18547,6,Chiptune / Glitch
"[-7.63078106e-07 -7.59939098e-07 -7.11552048e-07 ... -3.15836996e-01
 -3.38918507e-01 -3.45764399e-01]",44100,13283,4,Hip-Hop
"[-1.11501855e-09 -9.57214041e-09 -5.60161073e-09 ... -3.10870670e-02
  1.55032426e-02  6.13195430e-02]",44100,20808,1,Rock
"[-3.06852627e-07 -3.49226241e-07 -2.20451767e-07 ...  1.20936185e-01
  1.27666909e-01  1.33346189e-01]",44100,11654,8,Pop
"[-1.48372831e-06 -8.38430047e-07 -3.70792378e-07 ...  2.72527248e-01
  2.77589835e-01  2.57678308e-01]",44100,2618,6,Chiptune / Glitch
"[ 5.52061286e-10 -3.95088562e-09 -5.25707158e-08 ... -5.14926538e-02
 -3.92084243e-02 -8.47051032e-02]",44100,8456,6,Chiptune / Glitch
"[-0.0246291  -0.02682612 -0.02912851 ...  0.27353646  0.27882908
  0.26691324]",44100,4228,3,Experimental
"[-3.57410826e-07 -4.60541099e-07 -5.40284695e-07 ...  9.41928141e-02
  8.97330195e-02  8.68046843e-02]",44100,18441,0,Electronic
"[ 0.          0.          0.         ... -0.09777122 -0.0962627
 -0.09635702]",44100,24483,5,Folk
"[-0.05283937 -0.04702953 -0.04348077 ...  0.05137704  0.03600089
  0.02535813]",48000,24011,0,Electronic
"[ 0.05342642  0.06152134  0.10582382 ... -0.18392674 -0.16993423
 -0.17481446]",44100,19298,6,Chiptune / Glitch
"[-3.22965987e-09 -4.43648958e-08 -1.15803967e-07 ... -4.44202453e-01
 -4.89289001e-01 -5.32377571e-01]",44100,18028,5,Folk
"[-2.28945370e-11  1.50392350e-09  3.71279613e-09 ... -1.89632140e-02
 -2.05647545e-02 -2.24057119e-02]",44100,5272,5,Folk
"[ 1.42011073e-10  1.51014201e-10 -4.39950938e-09 ...  2.41078953e-02
  1.64874946e-02  7.41534447e-03]",44100,15102,9,International
"[ 3.31731556e-07  4.87121268e-07  5.50011830e-07 ... -1.77314527e-01
 -1.66913494e-01 -1.68900609e-01]",44100,17889,6,Chiptune / Glitch
"[-0.00809345  0.02879249 -0.00342432 ...  0.26559532  0.29415725
  0.32964258]",44100,19327,0,Electronic
[0.04520305 0.04813963 0.04758417 ... 0.09097023 0.09609066 0.10120059],44100,5004,1,Rock
"[-3.13827342e-09 -1.96480539e-08 -4.31215099e-08 ... -1.45725213e-01
 -1.29763283e-01 -1.11252338e-01]",44100,20473,1,Rock
"[ 0.          0.          0.         ... -0.0696885  -0.03377186
  0.01756328]",44100,17237,5,Folk
[0.         0.         0.         ... 0.09685183 0.09509061 0.05901751],44100,14892,2,Punk
"[ 0.          0.          0.         ... -0.02037816 -0.04414668
 -0.06042573]",44100,7006,3,Experimental
"[ 2.85906674e-07 -5.59635353e-07 -4.94129864e-07 ...  6.59656236e-02
  3.11995503e-02 -6.46315701e-02]",44100,5540,0,Electronic
"[-0.11565264 -0.11742678 -0.11975325 ...  0.32229152  0.26316538
  0.2110631 ]",44100,3400,1,Rock
"[ 0.          0.          0.         ... -0.05736836 -0.06306784
 -0.05852203]",44100,16151,3,Experimental
[0.         0.         0.         ... 0.15876223 0.14226456 0.12533917],44100,21972,2,Punk
"[-0.03742445 -0.03641436 -0.03234579 ... -0.01546153 -0.02269848
 -0.02473842]",44100,12787,9,International
[0.         0.         0.         ... 0.08576147 0.20998356 0.27532144],44100,19898,9,International
"[ 2.20979990e-09  2.30686048e-08  7.74644846e-08 ... -8.43740478e-02
 -2.81350054e-02  2.66114548e-02]",44100,15996,8,Pop
"[-2.14863810e-07 -1.83635541e-06 -4.83948327e-06 ... -8.21449719e-02
 -7.87926503e-02 -7.53381364e-02]",44100,4297,7,Instrumental
"[-3.72930856e-07 -3.98782723e-07 -4.94863226e-07 ... -3.92904384e-02
 -1.11050736e-02  7.32287671e-03]",44100,1209,5,Folk
"[ 2.89875353e-10 -1.53206636e-09 -9.51724810e-10 ... -1.53216459e-02
 -2.11517550e-02 -3.21765700e-02]",44100,5185,7,Instrumental
"[ 1.00103815e-07  2.84851410e-07  4.30527280e-07 ... -3.97178363e-02
 -3.72892395e-02 -6.16570897e-02]",44100,16955,2,Punk
"[-8.01502104e-10 -3.89437171e-09 -1.88551375e-08 ...  2.01126907e-01
  1.70848024e-01  1.54752402e-01]",44100,10150,7,Instrumental
[0.         0.         0.         ... 0.36295462 0.33111428 0.31402862],44100,10066,8,Pop
[0.0262821  0.02764743 0.03102949 ... 0.06119454 0.05569647 0.05090834],44100,17982,9,International
"[ 1.72410752e-10 -7.57978055e-10 -5.07676967e-09 ... -4.07271963e-02
 -9.52577628e-02 -1.41400531e-01]",44100,13595,8,Pop
"[-0.01773718 -0.01631834 -0.01639392 ...  0.34230952  0.33380356
  0.33881158]",44100,22413,1,Rock
[0.         0.         0.         ... 0.53530228 0.53357607 0.53504746],44100,23161,4,Hip-Hop
"[-6.05140105e-10 -4.17855051e-09  8.58459037e-09 ...  4.24990291e-03
  1.30279674e-02  2.33605783e-02]",48000,17067,2,Punk
"[-9.82855795e-07 -7.81644047e-07 -3.35613984e-07 ... -5.45386095e-02
 -1.59898028e-01 -7.89614413e-02]",44100,317,4,Hip-Hop
"[-6.06765170e-07 -3.51857409e-07 -1.88969125e-08 ... -5.11092141e-01
 -5.42447671e-01 -5.57609126e-01]",44100,1847,8,Pop
"[-6.64309024e-10 -2.41909504e-09 -1.32221467e-09 ... -9.28523168e-02
 -9.21012908e-02 -9.20907408e-02]",44100,14661,5,Folk
"[-3.18058113e-09 -1.42779299e-09  6.12684516e-08 ... -2.69999482e-01
 -2.73716539e-01 -2.76460499e-01]",48000,13202,7,Instrumental
"[-7.90735671e-11  2.40895393e-09  7.08743508e-09 ...  2.68220156e-03
  3.09799117e-03  3.05457081e-03]",44100,3363,9,International
"[ 0.11351391  0.04550386 -0.02897632 ... -0.0483125   0.07230646
  0.17838892]",44100,11275,0,Electronic
"[ 3.40311238e-07  3.60165604e-07  3.50635378e-07 ... -1.10581289e-02
 -9.26725357e-03 -8.94348510e-03]",44100,688,0,Electronic
"[-6.00788908e-07 -7.56415034e-07 -5.49928160e-07 ...  4.49629514e-02
  5.51740862e-02  6.14686443e-02]",44100,21551,3,Experimental
"[ 6.52995880e-08  1.81352384e-07 -1.44709922e-07 ...  2.10246660e-01
  2.05092657e-01  2.05682889e-01]",44100,22143,2,Punk
"[-9.29423399e-10 -1.42923680e-08 -4.34273880e-08 ... -1.39359196e-02
 -9.20466380e-03 -4.35524154e-03]",44100,22583,7,Instrumental
"[-0.04383306 -0.0464333  -0.04904164 ... -0.03576852 -0.04829325
 -0.04323014]",44100,24971,7,Instrumental
"[ 2.21687300e-08  1.37066472e-07  1.62681243e-07 ... -2.33675260e-02
 -2.32708342e-02 -2.29432918e-02]",44100,20136,0,Electronic
"[-1.03072980e-05 -1.12199750e-05 -4.23775964e-06 ...  1.34349883e-01
  1.32619306e-01  1.32740200e-01]",22050,9024,9,International
"[3.47474455e-07 4.61711522e-07 5.18691706e-07 ... 1.10741084e-01
 1.32999847e-01 1.45752892e-01]",44100,2721,1,Rock
[0.         0.         0.         ... 0.47002487 0.44745983 0.45601842],44100,11094,8,Pop
"[2.68084470e-08 2.42217754e-07 6.28940861e-07 ... 2.86424188e-02
 2.83068381e-02 2.78321421e-02]",44100,2088,7,Instrumental
"[-0.02343853 -0.02301716 -0.02162888 ... -0.04437624 -0.04904602
 -0.05989759]",44100,24789,7,Instrumental
[0.         0.         0.         ... 0.69220278 0.66813171 0.68551415],48000,13866,6,Chiptune / Glitch
"[-4.01468398e-07 -4.55155146e-07 -2.68223459e-07 ...  3.90603021e-03
  1.06749982e-02  1.74042359e-02]",44100,2966,6,Chiptune / Glitch
"[ 5.80220444e-07  1.10194017e-06  1.25726550e-06 ...  1.52565464e-02
  3.02560925e-02 -6.77226745e-02]",44100,15626,4,Hip-Hop
"[ 0.          0.          0.         ... -0.05269502 -0.05630497
 -0.05808071]",44100,16007,1,Rock
"[ 0.          0.          0.         ... -0.46362625 -0.50235058
 -0.52399276]",44100,21906,2,Punk
"[ 8.73350672e-08 -4.90573306e-07 -8.38613062e-07 ... -5.42207360e-01
 -4.23867375e-01 -5.27544722e-01]",44100,3549,8,Pop
"[-0.11194133 -0.12390155 -0.12120823 ...  0.01070939  0.01672819
  0.02873065]",44100,3818,7,Instrumental
[0.         0.         0.         ... 0.03488223 0.02003954 0.01338241],44100,24043,5,Folk
[0.         0.         0.         ... 0.44459291 0.43841988 0.41998351],44100,4719,4,Hip-Hop
"[-0.3941232  -0.44865052 -0.50476588 ... -0.32061115 -0.31743164
 -0.24659264]",44100,13701,1,Rock
"[-7.16983427e-10 -1.27030915e-08 -1.03037765e-08 ... -1.17312279e-01
  1.26980100e-01  1.97706498e-01]",44100,17583,9,International
"[ 2.51439057e-10  9.94046900e-10  2.89809243e-09 ... -6.11896850e-02
 -8.08549859e-02 -1.07022088e-01]",44100,21461,6,Chiptune / Glitch
"[ 9.24387393e-07  6.57952285e-07  3.64894404e-07 ... -2.76082000e-02
 -2.98803002e-02 -2.80319210e-02]",44100,16891,4,Hip-Hop
"[-1.29678293e-08 -1.40110490e-07 -4.59199754e-07 ... -8.05339292e-02
 -8.02249238e-02 -8.03084262e-02]",44100,9535,5,Folk
"[-7.77660290e-07 -4.36090431e-07 -2.89146449e-08 ... -2.30146863e-01
 -1.46743961e-01 -1.34322889e-01]",44100,4833,6,Chiptune / Glitch
"[4.07277470e-07 4.47875222e-07 4.77974604e-07 ... 2.66424119e-01
 2.65880316e-01 2.64518380e-01]",44100,19762,9,International
[0.22188319 0.23388807 0.20491946 ... 0.34928342 0.39518245 0.39262287],44100,9640,0,Electronic
"[-5.33008669e-07 -3.80420673e-07 -3.95381335e-07 ...  2.04282723e-01
 -1.09132443e-01 -2.38882147e-01]",44100,20595,1,Rock
